No_TableNo,ExptNo,ExptNo_norm,PM,Tsub,x,G_kg_m2s,G_Mlb_ft2h,LD,old86_member,policy_class,high_PM,deep_subcooled,scope_A_Gle4200,scope_B_Gle4200_LDge40,scope_C_B_xgtm020,scope_D_old86like_lowX,q_M_MWm2_result,q_P_MWm2,dq_ratio_pct_result,log_message,fit,resid,x_bin,LD_bin
165.01_10,165.01,165.01,1.2599022384263956,103.58496549932198,-0.003,1078.20285,0.7949999999999999,66.84491978609627,False,B_main_x>-0.20,False,False,True,True,True,False,2.249222669999999,2.833800676652393,-0.4554335877871313,収束 (|dq_ratio|<1%)  (f_solver=0),1.3453055743025082,-0.0854033358761126,-0.10<x<=0,60<=LD<70
167.01_10,167.01,167.01,1.6341172023090649,138.8357821756768,-0.113,1084.984,0.7999999999999999,66.84491978609627,False,B_main_x>-0.20,False,False,True,True,True,False,2.4290343,3.9693267346287575,0.6092953485434356,収束 (|dq_ratio|<1%)  (f_solver=0),1.629432957971209,0.0046842443378558585,-0.20<x<=-0.10,60<=LD<70
169.01_10,169.01,169.01,2.165236999903537,299.93981302215946,-0.359,1213.82585,0.8949999999999999,66.84491978609627,False,B_deep_x<=-0.20,False,True,True,True,False,False,4.605701399999999,9.97243508178752,0.2271881555465867,収束 (|dq_ratio|<1%)  (f_solver=0),1.7234506338938256,0.44178636600971144,x<=-0.20,60<=LD<70
17.01_10,17.01,17.01,1.1431267000030425,75.46157701295215,-0.026,3146.4536,2.32,80.0,True,B_main_x>-0.20,False,False,True,True,True,True,3.9432375,4.507620070703247,-0.1959385118490891,収束 (|dq_ratio|<1%)  (f_solver=0),1.0507621021008873,0.09236459790215523,-0.10<x<=0,80<=LD<120
170.01_10,170.01,170.01,2.029447535550055,280.20066140208166,-0.285,1216.53831,0.8969999999999999,66.84491978609627,False,B_deep_x<=-0.20,False,True,True,True,False,False,4.605701399999999,9.347029355709438,0.6614238101155622,収束 (|dq_ratio|<1%)  (f_solver=0),1.8181817953434,0.21126574020665512,x<=-0.20,60<=LD<70
171.01_10,171.01,171.01,1.6813008593885053,161.71924421083668,-0.136,1301.9808,0.96,66.84491978609627,False,B_main_x>-0.20,False,False,True,True,True,False,3.2807736000000003,5.515967473139121,-0.1669104229638453,収束 (|dq_ratio|<1%)  (f_solver=0),1.7632232315777383,-0.08192237218923304,-0.20<x<=-0.10,60<=LD<70
18.01_10,18.01,18.01,0.9982901984304464,66.99992038726407,0.001,3634.6964,2.68,80.0,True,B_main_x>-0.20,False,False,True,True,True,True,4.416425999999999,4.408874787893382,0.0389395330814793,収束 (|dq_ratio|<1%)  (f_solver=0),0.950353533882142,0.047936664548304364,0<x<=0.05,80<=LD<120
180.01_10,180.01,180.01,1.351192509146819,98.2996098552306,-0.062,1695.2875,1.25,66.84491978609627,False,B_main_x>-0.20,False,False,True,True,True,False,2.98108755,4.028023166670844,-0.7132572103490185,収束 (|dq_ratio|<1%)  (f_solver=0),1.2945468382327072,0.05664567091411188,-0.10<x<=0,60<=LD<70
182.01_10,182.01,182.01,1.4594950128413378,106.11665306734947,-0.089,1803.7859,1.33,66.84491978609627,False,B_main_x>-0.20,False,False,True,True,True,False,3.2176818,4.696190540010338,0.177262045324624,収束 (|dq_ratio|<1%)  (f_solver=0),1.368865476747974,0.09062953609336377,-0.10<x<=0,60<=LD<70
183.01_10,183.01,183.01,1.5413047115737164,132.74047859555014,-0.109,1830.9105,1.35,66.84491978609627,False,B_main_x>-0.20,False,False,True,True,True,False,3.9432375,6.077730537604163,-0.7679454717369579,収束 (|dq_ratio|<1%)  (f_solver=0),1.5870705160866523,-0.04576580451293588,-0.20<x<=-0.10,60<=LD<70
