condition,role,N,G_min,G_max,G_mean,x_min,x_max,x_mean,Tsub_min,Tsub_max,Tsub_mean,PM_mean,PM_median,PM_std,PM_min,PM_max,corr_PM_Tsub,corr_PM_x,corr_PM_G,model,features,R2,intercept,coef_Tsub_K,notes,coef_x_use,coef_G,coef_Gx_pos
ref_x_le_0p0_G_gt_4200,reference_quality_sensitivity,57,4678.9935,10565.0317,6973.877421052631,-0.459,-0.01,-0.21410526315789474,26.91818451033987,256.20145638583585,114.19033704949717,1.6600952923622851,1.6226707342925482,0.7994519961795111,0.0735487784385007,3.6053610399898135,0.7597485026626905,-0.9369614974950072,0.023667971252015554,G,G,0.0005601728631862146,1.5950455042593252,,,,9.327635714758726e-06,
ref_x_le_0p0_G_gt_4200,reference_quality_sensitivity,57,4678.9935,10565.0317,6973.877421052631,-0.459,-0.01,-0.21410526315789474,26.91818451033987,256.20145638583585,114.19033704949717,1.6600952923622851,1.6226707342925482,0.7994519961795111,0.0735487784385007,3.6053610399898135,0.7597485026626905,-0.9369614974950072,0.023667971252015554,Gx_pos,Gx_pos,0.0,1.6600952923622851,,,,,0.0
ref_x_le_0p0_G_gt_4200,reference_quality_sensitivity,57,4678.9935,10565.0317,6973.877421052631,-0.459,-0.01,-0.21410526315789474,26.91818451033987,256.20145638583585,114.19033704949717,1.6600952923622851,1.6226707342925482,0.7994519961795111,0.0735487784385007,3.6053610399898135,0.7597485026626905,-0.9369614974950072,0.023667971252015554,Tsub+x,Tsub_K+x_use,0.8982463561670935,0.7437650008769638,-0.003954959874965842,,-6.389139960637474,,
ref_x_le_0p0_G_gt_4200,reference_quality_sensitivity,57,4678.9935,10565.0317,6973.877421052631,-0.459,-0.01,-0.21410526315789474,26.91818451033987,256.20145638583585,114.19033704949717,1.6600952923622851,1.6226707342925482,0.7994519961795111,0.0735487784385007,3.6053610399898135,0.7597485026626905,-0.9369614974950072,0.023667971252015554,Tsub+G,Tsub_K+G,0.5922911030629454,0.16467474997471865,0.010115907758837238,,,4.8793749201427634e-05,
ref_x_le_0p0_G_gt_4200,reference_quality_sensitivity,57,4678.9935,10565.0317,6973.877421052631,-0.459,-0.01,-0.21410526315789474,26.91818451033987,256.20145638583585,114.19033704949717,1.6600952923622851,1.6226707342925482,0.7994519961795111,0.0735487784385007,3.6053610399898135,0.7597485026626905,-0.9369614974950072,0.023667971252015554,x+G,x_use+G,0.879148322740313,0.6909682606150045,,,-4.981424605849367,-1.3969588006944675e-05,
ref_x_le_0p0_G_gt_4200,reference_quality_sensitivity,57,4678.9935,10565.0317,6973.877421052631,-0.459,-0.01,-0.21410526315789474,26.91818451033987,256.20145638583585,114.19033704949717,1.6600952923622851,1.6226707342925482,0.7994519961795111,0.0735487784385007,3.6053610399898135,0.7597485026626905,-0.9369614974950072,0.023667971252015554,Tsub+x+G,Tsub_K+x_use+G,0.9081476365188115,1.0781347345202557,-0.005135173076566626,,-6.848955164456326,-4.27380103757226e-05,
ref_x_le_0p0_G_gt_4200,reference_quality_sensitivity,57,4678.9935,10565.0317,6973.877421052631,-0.459,-0.01,-0.21410526315789474,26.91818451033987,256.20145638583585,114.19033704949717,1.6600952923622851,1.6226707342925482,0.7994519961795111,0.0735487784385007,3.6053610399898135,0.7597485026626905,-0.9369614974950072,0.023667971252015554,Tsub+x+Gx_pos,Tsub_K+x_use+Gx_pos,0.8982463561670935,0.7437650008769638,-0.003954959874965842,,-6.389139960637474,,0.0
ref_x_le_0p1_allG,reference_quality_sensitivity,187,520.79232,10565.0317,4003.4604137967913,-0.459,0.05,-0.11041176470588236,20.88259301344499,313.18434543454475,120.90383303010442,1.3935848969264444,1.353475742387643,0.6391883038117517,0.0735487784385007,3.6053610399898135,0.6467477254853023,-0.8797507757172682,0.12175302522265058,Tsub,Tsub_K,0.41828262042041153,0.7408830189785405,0.005398520969847044,,,,
ref_x_le_0p1_allG,reference_quality_sensitivity,187,520.79232,10565.0317,4003.4604137967913,-0.459,0.05,-0.11041176470588236,20.88259301344499,313.18434543454475,120.90383303010442,1.3935848969264444,1.353475742387643,0.6391883038117517,0.0735487784385007,3.6053610399898135,0.6467477254853023,-0.8797507757172682,0.12175302522265058,x,x_use,0.7739614273751342,0.9358292930723002,,,-4.145895186745049,,
ref_x_le_0p1_allG,reference_quality_sensitivity,187,520.79232,10565.0317,4003.4604137967913,-0.459,0.05,-0.11041176470588236,20.88259301344499,313.18434543454475,120.90383303010442,1.3935848969264444,1.353475742387643,0.6391883038117517,0.0735487784385007,3.6053610399898135,0.6467477254853023,-0.8797507757172682,0.12175302522265058,G,G,0.0148237991508674,1.2667199188976324,,,,3.168883039073113e-05,
