condition,N,role,R2_Tsub,R2_x,R2_G,R2_Tsub_plus_x,delta_x_after_Tsub,R2_x_plus_Tsub,delta_Tsub_after_x,R2_Tsub_plus_G,delta_G_after_Tsub,R2_x_plus_G,delta_G_after_x,R2_Tsub_x_G,delta_G_after_Tsub_x
A_x_le_0p05_allG,187,main,0.41828262042041153,0.7739614273751342,0.0148237991508674,0.8276940554519557,0.4094114350315442,0.8276940554519557,0.053732628076821554,0.4783574137876184,0.06007479336720689,0.8344367107470827,0.06047528337194852,0.8509061604280816,0.023212104976125914
B_x_le_0p05_G_le_4200,117,main_upper_sensitivity,0.45519616303428223,0.7676969286976507,0.014267097473272261,0.8394686657751471,0.3842725027408649,0.8394686657751471,0.0717717370774964,0.45529466916906713,9.850613478490367e-05,0.8025876623836277,0.03489073368597695,0.8557668021386418,0.016298136363494642
C_x_le_0p05_G_gt_4200,70,main_upper_sensitivity,0.669939847433555,0.9013124864927244,0.06469513300417673,0.9043273566795892,0.23438750924603424,0.9043273566795892,0.0030148701868647487,0.7005176516595271,0.030577804225972116,0.9015804589043377,0.0002679724116132487,0.9057804552686481,0.0014530985890589543
