group,N,PM_noF1_min,PM_noF1_median,PM_noF1_max,PM_noF1_mean,PM_noF1_std,PM_noF1_nunique,Tsub_K_min,Tsub_K_median,Tsub_K_max,Tsub_K_mean,Tsub_K_std,Tsub_K_nunique,G_min,G_median,G_max,G_mean,G_std,G_nunique,x_Mes_input_min,x_Mes_input_median,x_Mes_input_max,x_Mes_input_mean,x_Mes_input_std,x_Mes_input_nunique,q_M_MWm2_input_min,q_M_MWm2_input_median,q_M_MWm2_input_max,q_M_MWm2_input_mean,q_M_MWm2_input_std,q_M_MWm2_input_nunique,q_P_MWm2_min,q_P_MWm2_median,q_P_MWm2_max,q_P_MWm2_mean,q_P_MWm2_std,q_P_MWm2_nunique,L_DNB_over_DH_input_min,L_DNB_over_DH_input_median,L_DNB_over_DH_input_max,L_DNB_over_DH_input_mean,L_DNB_over_DH_input_std,L_DNB_over_DH_input_nunique,DH_m_min,DH_m_median,DH_m_max,DH_m_mean,DH_m_std,DH_m_nunique,target,model,xcols,k,R2,adj_R2,intercept,beta_Tsub_K,std_beta_Tsub_K,beta_G,std_beta_G,beta_x_Mes_input,std_beta_x_Mes_input,beta_q_M_MWm2_input,std_beta_q_M_MWm2_input,beta_q_P_MWm2,std_beta_q_P_MWm2,beta_L_DNB_over_DH_input,std_beta_L_DNB_over_DH_input
G_lt_1900,38,0.939648075944587,1.4387295858289244,2.165236999903537,1.4550359143491152,0.3225979720605418,38,68.13071600661715,129.1073447435748,299.93981302215946,157.59884586627678,77.50711146458774,35,520.79232,1315.5431,1898.722,1362.1188934210531,321.9259545634156,28,-0.359,-0.057499999999999996,0.049,-0.07357894736842106,0.10013872312513421,37,0.8517393,3.083611725,5.331257099999999,3.011720279210526,0.9204021149720798,30,0.9204976657866032,4.544459220083404,11.440082611035605,4.608516878367181,2.3195942709420634,38,64.51612903225808,75.98039215686273,108.84955752212387,79.31529752807005,17.162959854295906,4,0.0047243999999999,0.0057404,0.0077724,0.005858042105263112,0.0013013348914868,4,PM_noF1,Tsub_G_xMes,Tsub_K + G + x_Mes_input,3,0.961092210710939,0.9576591704795512,1.1535969010134943,0.0012111506683824007,0.29099001848997064,-4.6742750345690564e-05,-0.04664537854296217,-2.3679633296778104,-0.735047473257445,,,,,,
G_lt_1900,38,0.939648075944587,1.4387295858289244,2.165236999903537,1.4550359143491152,0.3225979720605418,38,68.13071600661715,129.1073447435748,299.93981302215946,157.59884586627678,77.50711146458774,35,520.79232,1315.5431,1898.722,1362.1188934210531,321.9259545634156,28,-0.359,-0.057499999999999996,0.049,-0.07357894736842106,0.10013872312513421,37,0.8517393,3.083611725,5.331257099999999,3.011720279210526,0.9204021149720798,30,0.9204976657866032,4.544459220083404,11.440082611035605,4.608516878367181,2.3195942709420634,38,64.51612903225808,75.98039215686273,108.84955752212387,79.31529752807005,17.162959854295906,4,0.0047243999999999,0.0057404,0.0077724,0.005858042105263112,0.0013013348914868,4,PM_noF1,Tsub_G_xMes_qM_DIAG,Tsub_K + G + x_Mes_input + q_M_MWm2_input,4,0.9655821865162146,0.9614103303363619,1.1461115944952165,0.0009594021903821112,0.23050514556663262,-0.00013722399944277717,-0.1369381423183116,-2.082371485735878,-0.6463959470106198,0.06355847306630535,0.18133825411538715,,,,
G_1900_4200,79,0.1135786841963328,1.3302273036188437,2.721081299499212,1.3329322807930606,0.48724794834005475,79,21.424642698647403,94.40186587765923,313.18434543454475,121.42525534006708,80.6788135406355,61,1966.5335,3037.9552,4163.626099999999,2999.51723835443,605.5882424267372,60,-0.457,-0.047,0.049,-0.07534177215189872,0.10012849258621867,64,2.11672989,4.28393322,9.9685044,4.641919287721519,1.6204423357509599,70,0.3475453559375421,5.459553662776876,24.62657516858828,6.7136047908949825,4.685987686062037,79,20.97902097902098,66.84491978609627,365.33333333333326,102.3903978890468,95.73349004577513,7,0.001905,0.0047243999999999,0.0077724,0.003910956962025264,0.0018443464838481098,6,PM_noF1,Tsub_only,Tsub_K,1,0.37880626582064125,0.3707388147274029,0.8815878181400126,0.003717055907265747,0.6154723924114234,,,,,,,,,,
G_1900_4200,79,0.1135786841963328,1.3302273036188437,2.721081299499212,1.3329322807930606,0.48724794834005475,79,21.424642698647403,94.40186587765923,313.18434543454475,121.42525534006708,80.6788135406355,61,1966.5335,3037.9552,4163.626099999999,2999.51723835443,605.5882424267372,60,-0.457,-0.047,0.049,-0.07534177215189872,0.10012849258621867,64,2.11672989,4.28393322,9.9685044,4.641919287721519,1.6204423357509599,70,0.3475453559375421,5.459553662776876,24.62657516858828,6.7136047908949825,4.685987686062037,79,20.97902097902098,66.84491978609627,365.33333333333326,102.3903978890468,95.73349004577513,7,0.001905,0.0047243999999999,0.0077724,0.003910956962025264,0.0018443464838481098,6,PM_noF1,G_only,G,1,0.0006230002636152809,-0.012355921810883297,1.3931699364872985,,,-2.008245024365475e-05,-0.024959973229460582,,,,,,,,
G_1900_4200,79,0.1135786841963328,1.3302273036188437,2.721081299499212,1.3329322807930606,0.48724794834005475,79,21.424642698647403,94.40186587765923,313.18434543454475,121.42525534006708,80.6788135406355,61,1966.5335,3037.9552,4163.626099999999,2999.51723835443,605.5882424267372,60,-0.457,-0.047,0.049,-0.07534177215189872,0.10012849258621867,64,2.11672989,4.28393322,9.9685044,4.641919287721519,1.6204423357509599,70,0.3475453559375421,5.459553662776876,24.62657516858828,6.7136047908949825,4.685987686062037,79,20.97902097902098,66.84491978609627,365.33333333333326,102.3903978890468,95.73349004577513,7,0.001905,0.0047243999999999,0.0077724,0.003910956962025264,0.0018443464838481098,6,PM_noF1,xMes_only,x_Mes_input,1,0.7731646189020887,0.7702187048618561,1.0105552000204419,,,,,-4.278862463211845,-0.8792977987588099,,,,,,
G_1900_4200,79,0.1135786841963328,1.3302273036188437,2.721081299499212,1.3329322807930606,0.48724794834005475,79,21.424642698647403,94.40186587765923,313.18434543454475,121.42525534006708,80.6788135406355,61,1966.5335,3037.9552,4163.626099999999,2999.51723835443,605.5882424267372,60,-0.457,-0.047,0.049,-0.07534177215189872,0.10012849258621867,64,2.11672989,4.28393322,9.9685044,4.641919287721519,1.6204423357509599,70,0.3475453559375421,5.459553662776876,24.62657516858828,6.7136047908949825,4.685987686062037,79,20.97902097902098,66.84491978609627,365.33333333333326,102.3903978890468,95.73349004577513,7,0.001905,0.0047243999999999,0.0077724,0.003910956962025264,0.0018443464838481098,6,PM_noF1,qM_exp_only_DIAG,q_M_MWm2_input,1,0.45568705330679316,0.44861805399908916,0.3907230216015217,,,,,,,0.20297838044789038,0.6750459638474946,,,,
G_1900_4200,79,0.1135786841963328,1.3302273036188437,2.721081299499212,1.3329322807930606,0.48724794834005475,79,21.424642698647403,94.40186587765923,313.18434543454475,121.42525534006708,80.6788135406355,61,1966.5335,3037.9552,4163.626099999999,2999.51723835443,605.5882424267372,60,-0.457,-0.047,0.049,-0.07534177215189872,0.10012849258621867,64,2.11672989,4.28393322,9.9685044,4.641919287721519,1.6204423357509599,70,0.3475453559375421,5.459553662776876,24.62657516858828,6.7136047908949825,4.685987686062037,79,20.97902097902098,66.84491978609627,365.33333333333326,102.3903978890468,95.73349004577513,7,0.001905,0.0047243999999999,0.0077724,0.003910956962025264,0.0018443464838481098,6,PM_noF1,qP_calc_only_DIAG,q_P_MWm2,1,0.7469836485655001,0.7436977219234937,0.729594952512897,,,,,,,,,0.08986786489106599,0.8642821579585568,,
G_1900_4200,79,0.1135786841963328,1.3302273036188437,2.721081299499212,1.3329322807930606,0.48724794834005475,79,21.424642698647403,94.40186587765923,313.18434543454475,121.42525534006708,80.6788135406355,61,1966.5335,3037.9552,4163.626099999999,2999.51723835443,605.5882424267372,60,-0.457,-0.047,0.049,-0.07534177215189872,0.10012849258621867,64,2.11672989,4.28393322,9.9685044,4.641919287721519,1.6204423357509599,70,0.3475453559375421,5.459553662776876,24.62657516858828,6.7136047908949825,4.685987686062037,79,20.97902097902098,66.84491978609627,365.33333333333326,102.3903978890468,95.73349004577513,7,0.001905,0.0047243999999999,0.0077724,0.003910956962025264,0.0018443464838481098,6,PM_noF1,LD_only,L_DNB_over_DH_input,1,0.029500354083624503,0.016896462578216975,1.24342487453263,,,,,,,,,,,0.0008741777364457902,0.17175667114736548
G_1900_4200,79,0.1135786841963328,1.3302273036188437,2.721081299499212,1.3329322807930606,0.48724794834005475,79,21.424642698647403,94.40186587765923,313.18434543454475,121.42525534006708,80.6788135406355,61,1966.5335,3037.9552,4163.626099999999,2999.51723835443,605.5882424267372,60,-0.457,-0.047,0.049,-0.07534177215189872,0.10012849258621867,64,2.11672989,4.28393322,9.9685044,4.641919287721519,1.6204423357509599,70,0.3475453559375421,5.459553662776876,24.62657516858828,6.7136047908949825,4.685987686062037,79,20.97902097902098,66.84491978609627,365.33333333333326,102.3903978890468,95.73349004577513,7,0.001905,0.0047243999999999,0.0077724,0.003910956962025264,0.0018443464838481098,6,PM_noF1,Tsub_G,Tsub_K + G,2,0.38230867168608273,0.3660536367304533,1.0222235455436595,0.0037369064046568323,0.6187592499203365,-4.768970062544414e-05,-0.05927233163732925,,,,,,,,
G_1900_4200,79,0.1135786841963328,1.3302273036188437,2.721081299499212,1.3329322807930606,0.48724794834005475,79,21.424642698647403,94.40186587765923,313.18434543454475,121.42525534006708,80.6788135406355,61,1966.5335,3037.9552,4163.626099999999,2999.51723835443,605.5882424267372,60,-0.457,-0.047,0.049,-0.07534177215189872,0.10012849258621867,64,2.11672989,4.28393322,9.9685044,4.641919287721519,1.6204423357509599,70,0.3475453559375421,5.459553662776876,24.62657516858828,6.7136047908949825,4.685987686062037,79,20.97902097902098,66.84491978609627,365.33333333333326,102.3903978890468,95.73349004577513,7,0.001905,0.0047243999999999,0.0077724,0.003910956962025264,0.0018443464838481098,6,PM_noF1,Tsub_xMes,Tsub_K + x_Mes_input,2,0.8574281777887114,0.8536762877305196,0.8246551856985278,0.0019100470809801642,0.3162667648477929,,,-3.6679405419056432,-0.7537545485990887,,,,,,
G_1900_4200,79,0.1135786841963328,1.3302273036188437,2.721081299499212,1.3329322807930606,0.48724794834005475,79,21.424642698647403,94.40186587765923,313.18434543454475,121.42525534006708,80.6788135406355,61,1966.5335,3037.9552,4163.626099999999,2999.51723835443,605.5882424267372,60,-0.457,-0.047,0.049,-0.07534177215189872,0.10012849258621867,64,2.11672989,4.28393322,9.9685044,4.641919287721519,1.6204423357509599,70,0.3475453559375421,5.459553662776876,24.62657516858828,6.7136047908949825,4.685987686062037,79,20.97902097902098,66.84491978609627,365.33333333333326,102.3903978890468,95.73349004577513,7,0.001905,0.0047243999999999,0.0077724,0.003910956962025264,0.0018443464838481098,6,PM_noF1,Tsub_qM_exp_DIAG,Tsub_K + q_M_MWm2_input,2,0.7910886116239862,0.785590943508828,0.010007305545888478,0.0035029505777021755,0.5800207008840108,,,,,0.1933636177777287,0.6430701114462556,,,,
G_1900_4200,79,0.1135786841963328,1.3302273036188437,2.721081299499212,1.3329322807930606,0.48724794834005475,79,21.424642698647403,94.40186587765923,313.18434543454475,121.42525534006708,80.6788135406355,61,1966.5335,3037.9552,4163.626099999999,2999.51723835443,605.5882424267372,60,-0.457,-0.047,0.049,-0.07534177215189872,0.10012849258621867,64,2.11672989,4.28393322,9.9685044,4.641919287721519,1.6204423357509599,70,0.3475453559375421,5.459553662776876,24.62657516858828,6.7136047908949825,4.685987686062037,79,20.97902097902098,66.84491978609627,365.33333333333326,102.3903978890468,95.73349004577513,7,0.001905,0.0047243999999999,0.0077724,0.003910956962025264,0.0018443464838481098,6,PM_noF1,Tsub_G_xMes,Tsub_K + G + x_Mes_input,3,0.8779408573414544,0.8730584916351126,1.1660556386264807,0.001913225577216344,0.31679306220020237,-0.0001162522244705297,-0.14448697123332602,-3.7597109961157438,-0.7726131959783429,,,,,,
G_1900_4200,79,0.1135786841963328,1.3302273036188437,2.721081299499212,1.3329322807930606,0.48724794834005475,79,21.424642698647403,94.40186587765923,313.18434543454475,121.42525534006708,80.6788135406355,61,1966.5335,3037.9552,4163.626099999999,2999.51723835443,605.5882424267372,60,-0.457,-0.047,0.049,-0.07534177215189872,0.10012849258621867,64,2.11672989,4.28393322,9.9685044,4.641919287721519,1.6204423357509599,70,0.3475453559375421,5.459553662776876,24.62657516858828,6.7136047908949825,4.685987686062037,79,20.97902097902098,66.84491978609627,365.33333333333326,102.3903978890468,95.73349004577513,7,0.001905,0.0047243999999999,0.0077724,0.003910956962025264,0.0018443464838481098,6,PM_noF1,Tsub_G_xMes_qM_DIAG,Tsub_K + G + x_Mes_input + q_M_MWm2_input,4,0.9080528197195638,0.9030827018665673,0.8827181648686779,0.0026117861238526634,0.43246114511553463,-0.00018067604590294527,-0.22455772150448433,-2.147685460027776,-0.44134512704369694,0.11055939855733107,0.3676878079175155,,,,
G_gt_4200,70,0.0735487784385007,1.3279351757683873,3.6053610399898135,1.4286765828189563,0.8772780972918671,70,20.88259301344499,84.60619664825765,256.20145638583585,100.39522088351013,63.70816782886811,60,4204.313,5580.88645,10565.0317,6570.35310857143,2026.640765445436,54,-0.459,-0.1255,0.05,-0.16998571428571424,0.1646958983198897,59,3.15459,7.192465199999999,14.7634812,7.617208210714284,2.8609418059484764,59,0.2974833994253418,9.912679105009449,46.85855583854284,12.980666374036739,11.270800312571282,70,20.97902097902098,66.84491978609627,108.84955752212387,75.27741370049851,24.339196748260246,5,0.0036321999999999,0.0047497999999999,0.0057404,0.004934494285714215,0.0005861401333375402,5,PM_noF1,Tsub_only,Tsub_K,1,0.6699398474335552,0.6650860216605192,0.2971282327339143,0.011270938398531863,0.8184985323343933,,,,,,,,,,
G_gt_4200,70,0.0735487784385007,1.3279351757683873,3.6053610399898135,1.4286765828189563,0.8772780972918671,70,20.88259301344499,84.60619664825765,256.20145638583585,100.39522088351013,63.70816782886811,60,4204.313,5580.88645,10565.0317,6570.35310857143,2026.640765445436,54,-0.459,-0.1255,0.05,-0.16998571428571424,0.1646958983198897,59,3.15459,7.192465199999999,14.7634812,7.617208210714284,2.8609418059484764,59,0.2974833994253418,9.912679105009449,46.85855583854284,12.980666374036739,11.270800312571282,70,20.97902097902098,66.84491978609627,108.84955752212387,75.27741370049851,24.339196748260246,5,0.0036321999999999,0.0047497999999999,0.0057404,0.004934494285714215,0.0005861401333375402,5,PM_noF1,G_only,G,1,0.06469513300417751,0.050940649666003646,0.7052657167512318,,,0.00011010228127982808,0.2543523795921265,,,,,,,,
G_gt_4200,70,0.0735487784385007,1.3279351757683873,3.6053610399898135,1.4286765828189563,0.8772780972918671,70,20.88259301344499,84.60619664825765,256.20145638583585,100.39522088351013,63.70816782886811,60,4204.313,5580.88645,10565.0317,6570.35310857143,2026.640765445436,54,-0.459,-0.1255,0.05,-0.16998571428571424,0.1646958983198897,59,3.15459,7.192465199999999,14.7634812,7.617208210714284,2.8609418059484764,59,0.2974833994253418,9.912679105009449,46.85855583854284,12.980666374036739,11.270800312571282,70,20.97902097902098,66.84491978609627,108.84955752212387,75.27741370049851,24.339196748260246,5,0.0036321999999999,0.0047497999999999,0.0057404,0.004934494285714215,0.0005861401333375402,5,PM_noF1,xMes_only,x_Mes_input,1,0.9013124864927246,0.8998611995293823,0.5690603231855463,,,,,-5.056991190380596,-0.9493747871587517,,,,,,
G_gt_4200,70,0.0735487784385007,1.3279351757683873,3.6053610399898135,1.4286765828189563,0.8772780972918671,70,20.88259301344499,84.60619664825765,256.20145638583585,100.39522088351013,63.70816782886811,60,4204.313,5580.88645,10565.0317,6570.35310857143,2026.640765445436,54,-0.459,-0.1255,0.05,-0.16998571428571424,0.1646958983198897,59,3.15459,7.192465199999999,14.7634812,7.617208210714284,2.8609418059484764,59,0.2974833994253418,9.912679105009449,46.85855583854284,12.980666374036739,11.270800312571282,70,20.97902097902098,66.84491978609627,108.84955752212387,75.27741370049851,24.339196748260246,5,0.0036321999999999,0.0047497999999999,0.0057404,0.004934494285714215,0.0005861401333375402,5,PM_noF1,qM_exp_only_DIAG,q_M_MWm2_input,1,0.719240188822062,0.7151113680694452,-0.5522166242610022,,,,,,,0.2600550165208369,0.8480802962114276,,,,
G_gt_4200,70,0.0735487784385007,1.3279351757683873,3.6053610399898135,1.4286765828189563,0.8772780972918671,70,20.88259301344499,84.60619664825765,256.20145638583585,100.39522088351013,63.70816782886811,60,4204.313,5580.88645,10565.0317,6570.35310857143,2026.640765445436,54,-0.459,-0.1255,0.05,-0.16998571428571424,0.1646958983198897,59,3.15459,7.192465199999999,14.7634812,7.617208210714284,2.8609418059484764,59,0.2974833994253418,9.912679105009449,46.85855583854284,12.980666374036739,11.270800312571282,70,20.97902097902098,66.84491978609627,108.84955752212387,75.27741370049851,24.339196748260246,5,0.0036321999999999,0.0047497999999999,0.0057404,0.004934494285714215,0.0005861401333375402,5,PM_noF1,qP_calc_only_DIAG,q_P_MWm2,1,0.909508653039221,0.9081778979368567,0.46510732228860563,,,,,,,,,0.07423110900204878,0.9536816308597017,,
G_gt_4200,70,0.0735487784385007,1.3279351757683873,3.6053610399898135,1.4286765828189563,0.8772780972918671,70,20.88259301344499,84.60619664825765,256.20145638583585,100.39522088351013,63.70816782886811,60,4204.313,5580.88645,10565.0317,6570.35310857143,2026.640765445436,54,-0.459,-0.1255,0.05,-0.16998571428571424,0.1646958983198897,59,3.15459,7.192465199999999,14.7634812,7.617208210714284,2.8609418059484764,59,0.2974833994253418,9.912679105009449,46.85855583854284,12.980666374036739,11.270800312571282,70,20.97902097902098,66.84491978609627,108.84955752212387,75.27741370049851,24.339196748260246,5,0.0036321999999999,0.0047497999999999,0.0057404,0.004934494285714215,0.0005861401333375402,5,PM_noF1,LD_only,L_DNB_over_DH_input,1,0.0014830607159794784,-0.01320101192055012,1.5331666962228256,,,,,,,,,,,-0.0013880672603816865,-0.03851052733966562
G_gt_4200,70,0.0735487784385007,1.3279351757683873,3.6053610399898135,1.4286765828189563,0.8772780972918671,70,20.88259301344499,84.60619664825765,256.20145638583585,100.39522088351013,63.70816782886811,60,4204.313,5580.88645,10565.0317,6570.35310857143,2026.640765445436,54,-0.459,-0.1255,0.05,-0.16998571428571424,0.1646958983198897,59,3.15459,7.192465199999999,14.7634812,7.617208210714284,2.8609418059484764,59,0.2974833994253418,9.912679105009449,46.85855583854284,12.980666374036739,11.270800312571282,70,20.97902097902098,66.84491978609627,108.84955752212387,75.27741370049851,24.339196748260246,5,0.0036321999999999,0.0047497999999999,0.0057404,0.004934494285714215,0.0005861401333375402,5,PM_noF1,Tsub_G,Tsub_K + G,2,0.7005176516595273,0.6915778800672743,-0.17878213418912825,0.011033464927443018,0.8012531459537986,7.606159977231664e-05,0.17571342457930852,,,,,,,,
G_gt_4200,70,0.0735487784385007,1.3279351757683873,3.6053610399898135,1.4286765828189563,0.8772780972918671,70,20.88259301344499,84.60619664825765,256.20145638583585,100.39522088351013,63.70816782886811,60,4204.313,5580.88645,10565.0317,6570.35310857143,2026.640765445436,54,-0.459,-0.1255,0.05,-0.16998571428571424,0.1646958983198897,59,3.15459,7.192465199999999,14.7634812,7.617208210714284,2.8609418059484764,59,0.2974833994253418,9.912679105009449,46.85855583854284,12.980666374036739,11.270800312571282,70,20.97902097902098,66.84491978609627,108.84955752212387,75.27741370049851,24.339196748260246,5,0.0036321999999999,0.0047497999999999,0.0057404,0.004934494285714215,0.0005861401333375402,5,PM_noF1,Tsub_xMes,Tsub_K + x_Mes_input,2,0.9043273566795893,0.90147145687898,0.6382491519123078,-0.001648862629602771,-0.11974084096907944,,,-5.623798228158063,-1.0557843675973453,,,,,,
G_gt_4200,70,0.0735487784385007,1.3279351757683873,3.6053610399898135,1.4286765828189563,0.8772780972918671,70,20.88259301344499,84.60619664825765,256.20145638583585,100.39522088351013,63.70816782886811,60,4204.313,5580.88645,10565.0317,6570.35310857143,2026.640765445436,54,-0.459,-0.1255,0.05,-0.16998571428571424,0.1646958983198897,59,3.15459,7.192465199999999,14.7634812,7.617208210714284,2.8609418059484764,59,0.2974833994253418,9.912679105009449,46.85855583854284,12.980666374036739,11.270800312571282,70,20.97902097902098,66.84491978609627,108.84955752212387,75.27741370049851,24.339196748260246,5,0.0036321999999999,0.0047497999999999,0.0057404,0.004934494285714215,0.0005861401333375402,5,PM_noF1,Tsub_qM_exp_DIAG,Tsub_K + q_M_MWm2_input,2,0.8281292540624249,0.8229987840344376,-0.4598910060646952,0.006195251350063189,0.44990079425240376,,,,,0.166280601255407,0.5422671842809857,,,,
G_gt_4200,70,0.0735487784385007,1.3279351757683873,3.6053610399898135,1.4286765828189563,0.8772780972918671,70,20.88259301344499,84.60619664825765,256.20145638583585,100.39522088351013,63.70816782886811,60,4204.313,5580.88645,10565.0317,6570.35310857143,2026.640765445436,54,-0.459,-0.1255,0.05,-0.16998571428571424,0.1646958983198897,59,3.15459,7.192465199999999,14.7634812,7.617208210714284,2.8609418059484764,59,0.2974833994253418,9.912679105009449,46.85855583854284,12.980666374036739,11.270800312571282,70,20.97902097902098,66.84491978609627,108.84955752212387,75.27741370049851,24.339196748260246,5,0.0036321999999999,0.0047497999999999,0.0057404,0.004934494285714215,0.0005861401333375402,5,PM_noF1,Tsub_G_xMes,Tsub_K + G + x_Mes_input,3,0.9057804552686481,0.9014977486899504,0.7661669863443497,-0.002079000487997317,-0.15097756619537128,-1.8386916896462052e-05,-0.04247646834936275,-5.8360189292391755,-1.0956256438295067,,,,,,
G_gt_4200,70,0.0735487784385007,1.3279351757683873,3.6053610399898135,1.4286765828189563,0.8772780972918671,70,20.88259301344499,84.60619664825765,256.20145638583585,100.39522088351013,63.70816782886811,60,4204.313,5580.88645,10565.0317,6570.35310857143,2026.640765445436,54,-0.459,-0.1255,0.05,-0.16998571428571424,0.1646958983198897,59,3.15459,7.192465199999999,14.7634812,7.617208210714284,2.8609418059484764,59,0.2974833994253418,9.912679105009449,46.85855583854284,12.980666374036739,11.270800312571282,70,20.97902097902098,66.84491978609627,108.84955752212387,75.27741370049851,24.339196748260246,5,0.0036321999999999,0.0047497999999999,0.0057404,0.004934494285714215,0.0005861401333375402,5,PM_noF1,Tsub_G_xMes_qM_DIAG,Tsub_K + G + x_Mes_input + q_M_MWm2_input,4,0.9245044116755612,0.9198585293171342,0.5236025329645134,-0.001887290066951242,-0.137055504632159,-5.5048069327430866e-05,-0.12716909461482498,-4.6372208147119505,-0.8705691503575573,0.08769261591071997,0.285979408019456,,,,
G_ge_2400,133,0.0735487784385007,1.2980153216050032,3.6053610399898135,1.368836099575275,0.7179920633585389,133,20.88259301344499,86.04557897376492,313.18434543454475,108.96294028844311,72.27812451648474,105,2400.5271,4367.060600000001,10565.0317,4975.742742330826,2260.6133143554985,100,-0.459,-0.059,0.05,-0.12421804511278196,0.14487859799416727,97,2.47635315,5.5205325,14.7634812,6.272439699924811,2.719345634646004,108,0.2974833994253418,6.329131803324924,46.85855583854284,10.016964447528585,9.241906871648004,133,20.97902097902098,66.84491978609627,365.33333333333326,87.93212337998185,68.41631010405817,8,0.001905,0.0047497999999999,0.0077724,0.004447482706766853,0.0013715033022039102,7,PM_noF1,Tsub_only,Tsub_K,1,0.45153734177657556,0.4473506039275418,0.6414945147133161,0.006675128102605938,0.6719652831631822,,,,,,,,,,
G_ge_2400,133,0.0735487784385007,1.2980153216050032,3.6053610399898135,1.368836099575275,0.7179920633585389,133,20.88259301344499,86.04557897376492,313.18434543454475,108.96294028844311,72.27812451648474,105,2400.5271,4367.060600000001,10565.0317,4975.742742330826,2260.6133143554985,100,-0.459,-0.059,0.05,-0.12421804511278196,0.14487859799416727,97,2.47635315,5.5205325,14.7634812,6.272439699924811,2.719345634646004,108,0.2974833994253418,6.329131803324924,46.85855583854284,10.016964447528585,9.241906871648004,133,20.97902097902098,66.84491978609627,365.33333333333326,87.93212337998185,68.41631010405817,8,0.001905,0.0047497999999999,0.0077724,0.004447482706766853,0.0013715033022039102,7,PM_noF1,G_only,G,1,0.04741960199051387,0.04014799589883833,1.0246999993754948,,,6.91627598171552e-05,0.2177604233797175,,,,,,,,
G_ge_2400,133,0.0735487784385007,1.2980153216050032,3.6053610399898135,1.368836099575275,0.7179920633585389,133,20.88259301344499,86.04557897376492,313.18434543454475,108.96294028844311,72.27812451648474,105,2400.5271,4367.060600000001,10565.0317,4975.742742330826,2260.6133143554985,100,-0.459,-0.059,0.05,-0.12421804511278196,0.14487859799416727,97,2.47635315,5.5205325,14.7634812,6.272439699924811,2.719345634646004,108,0.2974833994253418,6.329131803324924,46.85855583854284,10.016964447528585,9.241906871648004,133,20.97902097902098,66.84491978609627,365.33333333333326,87.93212337998185,68.41631010405817,8,0.001905,0.0047497999999999,0.0077724,0.004447482706766853,0.0013715033022039102,7,PM_noF1,xMes_only,x_Mes_input,1,0.8144304921960646,0.8130139310677903,0.8132810340244134,,,,,-4.472418359558416,-0.9024580279415014,,,,,,
G_ge_2400,133,0.0735487784385007,1.2980153216050032,3.6053610399898135,1.368836099575275,0.7179920633585389,133,20.88259301344499,86.04557897376492,313.18434543454475,108.96294028844311,72.27812451648474,105,2400.5271,4367.060600000001,10565.0317,4975.742742330826,2260.6133143554985,100,-0.459,-0.059,0.05,-0.12421804511278196,0.14487859799416727,97,2.47635315,5.5205325,14.7634812,6.272439699924811,2.719345634646004,108,0.2974833994253418,6.329131803324924,46.85855583854284,10.016964447528585,9.241906871648004,133,20.97902097902098,66.84491978609627,365.33333333333326,87.93212337998185,68.41631010405817,8,0.001905,0.0047497999999999,0.0077724,0.004447482706766853,0.0013715033022039102,7,PM_noF1,qM_exp_only_DIAG,q_M_MWm2_input,1,0.54535621620231,0.5418856529672131,0.14582088002258023,,,,,,,0.1949823797536635,0.7384823736571577,,,,
G_ge_2400,133,0.0735487784385007,1.2980153216050032,3.6053610399898135,1.368836099575275,0.7179920633585389,133,20.88259301344499,86.04557897376492,313.18434543454475,108.96294028844311,72.27812451648474,105,2400.5271,4367.060600000001,10565.0317,4975.742742330826,2260.6133143554985,100,-0.459,-0.059,0.05,-0.12421804511278196,0.14487859799416727,97,2.47635315,5.5205325,14.7634812,6.272439699924811,2.719345634646004,108,0.2974833994253418,6.329131803324924,46.85855583854284,10.016964447528585,9.241906871648004,133,20.97902097902098,66.84491978609627,365.33333333333326,87.93212337998185,68.41631010405817,8,0.001905,0.0047497999999999,0.0077724,0.004447482706766853,0.0013715033022039102,7,PM_noF1,qP_calc_only_DIAG,q_P_MWm2,1,0.817588796962037,0.8161963450304495,0.6651780600483408,,,,,,,,,0.07024663441832849,0.9042061695000964,,
G_ge_2400,133,0.0735487784385007,1.2980153216050032,3.6053610399898135,1.368836099575275,0.7179920633585389,133,20.88259301344499,86.04557897376492,313.18434543454475,108.96294028844311,72.27812451648474,105,2400.5271,4367.060600000001,10565.0317,4975.742742330826,2260.6133143554985,100,-0.459,-0.059,0.05,-0.12421804511278196,0.14487859799416727,97,2.47635315,5.5205325,14.7634812,6.272439699924811,2.719345634646004,108,0.2974833994253418,6.329131803324924,46.85855583854284,10.016964447528585,9.241906871648004,133,20.97902097902098,66.84491978609627,365.33333333333326,87.93212337998185,68.41631010405817,8,0.001905,0.0047497999999999,0.0077724,0.004447482706766853,0.0013715033022039102,7,PM_noF1,LD_only,L_DNB_over_DH_input,1,0.004201945775133664,-0.00339956608917813,1.3090179769973274,,,,,,,,,,,0.000680276107054244,0.06482241722686449
