ExptNo,Dia_in,Length_in,G_1e6_lb_hr_ft2,InletSubcool_BTUlb,BurnoutHF_1e6_BTU_hr_ft2,ExitQuality,flag,flag_norm,source,L_over_D,G_kg_m2_s,quality_bin,G_band_kg,G_band_raw,lowX_le_005,x_gt_005,x_pos_gt_005,flow_proxy_comment
251.01,0.187,12.5,5.51,14.4,1.1,0.084,,none,source01,66.84491978609626,7470.5568953060165,0.05<x<=0.15,G>4200,G>4.0,False,True,True,x>0.05 and high G: likely outside lowX target; separate check
261.01,0.226,24.6,0.968,322.2,0.775,0.057,,none,source01,108.8495575221239,1312.4317739847957,0.05<x<=0.15,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
396.01,0.306,23.25,0.166,43.7,0.198,0.688,,none,source01,75.98039215686275,225.0657794230125,x>0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
397.01,0.306,23.25,0.171,13.5,0.215,0.795,,none,source01,75.98039215686275,231.8448691646695,x>0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
398.01,0.306,23.25,0.183,34.6,0.258,0.85,,none,source01,75.98039215686275,248.11468454464628,x>0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
399.01,0.306,23.25,0.186,57.3,0.176,0.497,,none,source01,75.98039215686275,252.18213838964047,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
400.01,0.306,23.25,0.188,8.5,0.169,0.571,,none,source01,75.98039215686275,254.89377428630328,x>0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
401.01,0.306,23.25,0.19,36.1,0.246,0.771,,none,source01,75.98039215686275,257.60541018296607,x>0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
402.01,0.306,23.25,0.209,117.7,0.279,0.622,,none,source01,75.98039215686275,283.3659512012627,x>0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
403.01,0.306,23.25,0.209,8.5,0.196,0.597,,none,source01,75.98039215686275,283.3659512012627,x>0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
404.01,0.306,23.25,0.224,179.6,0.357,0.658,,none,source01,75.98039215686275,303.7032204262337,x>0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
405.01,0.306,23.25,0.229,154.6,0.328,0.606,,none,source01,75.98039215686275,310.4823101678907,x>0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
406.01,0.306,23.25,0.24,168.9,0.356,0.608,,none,source01,75.98039215686275,325.3963075995361,x>0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
407.01,0.306,23.25,0.244,154.6,0.327,0.545,,none,source01,75.98039215686275,330.81957939286167,x>0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
408.01,0.306,23.25,0.252,5.1,0.215,0.549,,none,source01,75.98039215686275,341.6661229795129,x>0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
409.01,0.306,23.25,0.264,195.8,0.386,0.536,,none,source01,75.98039215686275,357.93593835948974,x>0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
410.01,0.306,23.25,0.278,163.0,0.39,0.568,,none,source01,75.98039215686275,376.91738963612937,x>0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
411.01,0.306,23.25,0.303,6.8,0.245,0.516,,none,source01,75.98039215686275,410.81283834441433,x>0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
412.01,0.306,23.25,0.312,79.5,0.276,0.409,,none,source01,75.98039215686275,423.01519987939696,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
413.01,0.306,23.25,0.352,11.8,0.278,0.493,,none,source01,75.98039215686275,477.24791781265293,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
414.01,0.306,23.25,0.366,167.7,0.393,0.342,,none,source01,75.98039215686275,496.22936908929256,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
415.01,0.306,23.25,0.397,58.6,0.356,0.462,,none,source01,75.98039215686275,538.259725487566,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
416.01,0.306,23.25,0.415,57.3,0.322,0.385,,none,source01,75.98039215686275,562.6644485575312,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
417.01,0.306,23.25,0.422,279.8,0.568,0.279,,none,source01,75.98039215686275,572.1551741958509,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
418.01,0.306,23.25,0.434,5.1,0.318,0.47,,none,source01,75.98039215686275,588.4249895758278,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
419.01,0.306,23.25,0.44,85.0,0.393,0.402,,none,source01,75.98039215686275,596.5598972658162,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
420.01,0.306,23.25,0.499,394.5,0.724,0.1,,none,source01,75.98039215686275,676.5531562173688,0.05<x<=0.15,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
421.01,0.306,23.25,0.505,389.4,0.715,0.088,,none,source01,75.98039215686275,684.6880639073572,0.05<x<=0.15,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
422.01,0.306,23.25,0.505,30.1,0.346,0.384,,none,source01,75.98039215686275,684.6880639073572,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
423.01,0.306,23.25,0.531,224.1,0.595,0.251,,none,source01,75.98039215686275,719.9393305639736,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
424.01,0.306,23.25,0.54,367.9,0.724,0.085,,none,source01,75.98039215686275,732.1416920989562,0.05<x<=0.15,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
425.01,0.306,23.25,0.546,15.2,0.346,0.383,,none,source01,75.98039215686275,740.2765997889447,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
426.01,0.306,23.25,0.554,265.8,0.651,0.197,,none,source01,75.98039215686275,751.1231433755959,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
427.01,0.306,23.25,0.56,281.9,0.665,0.17,,none,source01,75.98039215686275,759.2580510655844,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
428.01,0.306,23.25,0.57,62.8,0.385,0.307,,none,source01,75.98039215686275,772.8162305488981,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
429.01,0.306,23.25,0.605,252.9,0.663,0.173,,none,source01,75.98039215686275,820.2698587404973,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
430.01,0.306,23.25,0.615,176.0,0.587,0.246,,none,source01,75.98039215686275,833.8280382238113,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
431.01,0.306,23.25,0.64,46.7,0.384,0.293,,none,source01,75.98039215686275,867.7234869320963,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
432.01,0.306,23.25,0.655,302.1,0.715,0.064,,none,source01,75.98039215686275,888.0607561570673,0.05<x<=0.15,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
433.01,0.306,23.25,0.688,284.0,0.715,0.069,,none,source01,75.98039215686275,932.8027484520035,0.05<x<=0.15,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
434.01,0.306,23.25,0.7,16.9,0.394,0.333,,none,source01,75.98039215686275,949.0725638319802,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
435.01,0.306,23.25,0.723,157.0,0.6,0.205,,none,source01,75.98039215686275,980.2563766436025,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
436.01,0.306,23.25,0.723,33.1,0.387,0.28,,none,source01,75.98039215686275,980.2563766436025,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
437.01,0.306,23.25,0.753,211.7,0.666,0.123,,none,source01,75.98039215686275,1020.9309150935445,0.05<x<=0.15,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
438.01,0.306,23.25,0.763,256.1,0.725,0.071,,none,source01,75.98039215686275,1034.4890945768586,0.05<x<=0.15,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
439.01,0.306,23.25,0.765,210.6,0.663,0.114,,none,source01,75.98039215686275,1037.2007304735214,0.05<x<=0.15,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
440.01,0.306,23.25,0.771,240.7,0.718,0.091,,none,source01,75.98039215686275,1045.3356381635097,0.05<x<=0.15,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
441.01,0.306,23.25,0.821,160.6,0.619,0.148,,none,source01,75.98039215686275,1113.1265355800797,0.05<x<=0.15,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
443.01,0.306,23.25,0.909,219.6,0.738,0.059,,none,source01,75.98039215686275,1232.438515033243,0.05<x<=0.15,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
444.01,0.306,23.25,0.919,133.9,0.599,0.139,,none,source01,75.98039215686275,1245.996694516557,0.05<x<=0.15,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
445.01,0.306,23.25,0.929,123.9,0.619,0.17,,none,source01,75.98039215686275,1259.554873999871,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
446.01,0.306,23.25,0.938,125.2,0.627,0.168,,none,source01,75.98039215686275,1271.7572355348536,0.15<x<=0.5,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
447.01,0.306,23.25,0.948,172.5,0.661,0.085,,none,source01,75.98039215686275,1285.3154150181676,0.05<x<=0.15,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
448.01,0.306,23.25,0.957,194.6,0.72,0.073,,none,source01,75.98039215686275,1297.5177765531503,0.05<x<=0.15,G<1900,G<1.0,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
454.01,0.306,23.25,1.06,163.0,0.721,0.094,,none,source01,75.98039215686275,1437.1670252312845,0.05<x<=0.15,G<1900,1.0<=G<1.6,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
455.01,0.306,23.25,1.08,123.9,0.63,0.115,,none,source01,75.98039215686275,1464.2833841979125,0.05<x<=0.15,G<1900,1.0<=G<1.6,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
457.01,0.306,23.25,1.1,130.2,0.662,0.114,,none,source01,75.98039215686275,1491.3997431645405,0.05<x<=0.15,G<1900,1.0<=G<1.6,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
458.01,0.306,23.25,1.11,157.0,0.716,0.084,,none,source01,75.98039215686275,1504.9579226478545,0.05<x<=0.15,G<1900,1.0<=G<1.6,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
459.01,0.306,23.25,1.11,167.7,0.724,0.066,,none,source01,75.98039215686275,1504.9579226478545,0.05<x<=0.15,G<1900,1.0<=G<1.6,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
460.01,0.306,23.25,1.13,87.7,0.601,0.16,,none,source01,75.98039215686275,1532.0742816144823,0.15<x<=0.5,G<1900,1.0<=G<1.6,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
464.01,0.306,23.25,1.28,140.0,0.709,0.061,,none,source01,75.98039215686275,1735.4469738641926,0.05<x<=0.15,G<1900,1.0<=G<1.6,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
465.01,0.306,23.25,1.28,99.6,0.63,0.108,,none,source01,75.98039215686275,1735.4469738641926,0.05<x<=0.15,G<1900,1.0<=G<1.6,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
466.01,0.306,23.25,1.28,103.5,0.664,0.117,,none,source01,75.98039215686275,1735.4469738641926,0.05<x<=0.15,G<1900,1.0<=G<1.6,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
467.01,0.306,23.25,1.31,125.2,0.668,0.064,,none,source01,75.98039215686275,1776.1215123141346,0.05<x<=0.15,G<1900,1.0<=G<1.6,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
468.01,0.306,23.25,1.31,135.2,0.724,0.071,,none,source01,75.98039215686275,1776.1215123141346,0.05<x<=0.15,G<1900,1.0<=G<1.6,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
470.01,0.306,23.25,1.4,90.3,0.649,0.109,,none,source01,75.98039215686275,1898.1451276639605,0.05<x<=0.15,G<1900,1.0<=G<1.6,False,True,True,x>0.05 but low G: not automatically annular; keep as possible bubbly/slug-side check
471.01,0.306,23.25,1.48,108.8,0.703,0.077,,none,source01,75.98039215686275,2006.6105635304725,0.05<x<=0.15,1900<=G<=4200,1.0<=G<1.6,False,True,True,x>0.05 mid/high G: transition check candidate
472.01,0.306,23.25,1.52,110.1,0.712,0.07,,none,source01,75.98039215686275,2060.8432814637285,0.05<x<=0.15,1900<=G<=4200,1.0<=G<1.6,False,True,True,x>0.05 mid/high G: transition check candidate
473.01,0.306,23.25,1.52,111.4,0.712,0.067,,none,source01,75.98039215686275,2060.8432814637285,0.05<x<=0.15,1900<=G<=4200,1.0<=G<1.6,False,True,True,x>0.05 mid/high G: transition check candidate
475.01,0.306,23.25,1.56,83.7,0.656,0.095,,none,source01,75.98039215686275,2115.0759993969846,0.05<x<=0.15,1900<=G<=4200,1.0<=G<1.6,False,True,True,x>0.05 mid/high G: transition check candidate
476.01,0.306,23.25,1.56,86.4,0.658,0.09,,none,source01,75.98039215686275,2115.0759993969846,0.05<x<=0.15,1900<=G<=4200,1.0<=G<1.6,False,True,True,x>0.05 mid/high G: transition check candidate
477.01,0.306,23.25,1.56,104.8,0.724,0.078,,none,source01,75.98039215686275,2115.0759993969846,0.05<x<=0.15,1900<=G<=4200,1.0<=G<1.6,False,True,True,x>0.05 mid/high G: transition check candidate
478.01,0.306,23.25,1.57,102.2,0.716,0.079,,none,source01,75.98039215686275,2128.634178880299,0.05<x<=0.15,1900<=G<=4200,1.0<=G<1.6,False,True,True,x>0.05 mid/high G: transition check candidate
480.01,0.306,23.25,1.61,98.2,0.725,0.083,,none,source01,75.98039215686275,2182.866896813555,0.05<x<=0.15,1900<=G<=4200,1.6<=G<=3.0,False,True,True,x>0.05 mid/high G: transition check candidate
481.01,0.306,23.25,1.67,49.7,0.6,0.128,,none,source01,75.98039215686275,2264.2159737134384,0.05<x<=0.15,1900<=G<=4200,1.6<=G<=3.0,False,True,True,x>0.05 mid/high G: transition check candidate
482.01,0.306,23.25,1.68,96.9,0.712,0.069,,none,source01,75.98039215686275,2277.7741531967526,0.05<x<=0.15,1900<=G<=4200,1.6<=G<=3.0,False,True,True,x>0.05 mid/high G: transition check candidate
484.01,0.306,23.25,1.71,46.7,0.596,0.128,,none,source01,75.98039215686275,2318.448691646695,0.05<x<=0.15,1900<=G<=4200,1.6<=G<=3.0,False,True,True,x>0.05 mid/high G: transition check candidate
485.01,0.306,23.25,1.72,86.4,0.709,0.084,,none,source01,75.98039215686275,2332.0068711300087,0.05<x<=0.15,1900<=G<=4200,1.6<=G<=3.0,False,True,True,x>0.05 mid/high G: transition check candidate
486.01,0.306,23.25,1.74,87.7,0.715,0.08,,none,source01,75.98039215686275,2359.1232300966367,0.05<x<=0.15,1900<=G<=4200,1.6<=G<=3.0,False,True,True,x>0.05 mid/high G: transition check candidate
487.01,0.306,23.25,1.75,69.8,0.655,0.095,,none,source01,75.98039215686275,2372.681409579951,0.05<x<=0.15,1900<=G<=4200,1.6<=G<=3.0,False,True,True,x>0.05 mid/high G: transition check candidate
488.01,0.306,23.25,1.75,71.2,0.661,0.094,,none,source01,75.98039215686275,2372.681409579951,0.05<x<=0.15,1900<=G<=4200,1.6<=G<=3.0,False,True,True,x>0.05 mid/high G: transition check candidate
490.01,0.306,23.25,1.96,100.9,0.806,0.052,,none,source01,75.98039215686275,2657.403178729545,0.05<x<=0.15,1900<=G<=4200,1.6<=G<=3.0,False,True,True,x>0.05 mid/high G: transition check candidate
491.01,0.306,23.25,2.04,67.0,0.709,0.083,,none,source01,75.98039215686275,2765.868614596057,0.05<x<=0.15,1900<=G<=4200,1.6<=G<=3.0,False,True,True,x>0.05 mid/high G: transition check candidate
492.01,0.306,23.25,2.04,68.4,0.715,0.082,,none,source01,75.98039215686275,2765.868614596057,0.05<x<=0.15,1900<=G<=4200,1.6<=G<=3.0,False,True,True,x>0.05 mid/high G: transition check candidate
494.01,0.306,23.25,2.15,64.2,0.72,0.081,,none,source01,75.98039215686275,2915.0085889125107,0.05<x<=0.15,1900<=G<=4200,1.6<=G<=3.0,False,True,True,x>0.05 mid/high G: transition check candidate
495.01,0.306,23.25,2.15,65.6,0.716,0.077,,none,source01,75.98039215686275,2915.0085889125107,0.05<x<=0.15,1900<=G<=4200,1.6<=G<=3.0,False,True,True,x>0.05 mid/high G: transition check candidate
