scope,target,model,xcols,N,k,R2,adj_R2,intercept,beta_Tsub_K,std_beta_Tsub_K,beta_G,std_beta_G,beta_x_Mes_input,std_beta_x_Mes_input,beta_q_M_MWm2_input,std_beta_q_M_MWm2_input,beta_q_P_MWm2,std_beta_q_P_MWm2,beta_L_DNB_over_DH_input,std_beta_L_DNB_over_DH_input
Table11,ln_PM_noF1,G_only,G,30,1,0.028932304724629154,-0.005748684392348435,0.5625398638743845,,,-5.0228685094712305e-05,-0.17009498735891407,,,,,,,,
Table11,ln_PM_noF1,xMes_only,x_Mes_input,30,1,0.6984407753448355,0.6876708030357225,0.22594733757336619,,,,,-4.1389212070940085,-0.8357276921012226,,,,,,
Table11,ln_PM_noF1,qM_exp_only_DIAG,q_M_MWm2_input,30,1,0.17100592718889063,0.1413989960170653,0.6811040880879287,,,,,,,-0.06239893262952363,-0.4135286292252212,,,,
Table11,ln_PM_noF1,qP_calc_only_DIAG,q_P_MWm2,30,1,0.029488729014632953,-0.005172387806273049,0.3154112112965916,,,,,,,,,0.016732311685242605,0.17172282613162665,,
Table11,ln_PM_noF1,LD_only,L_DNB_over_DH_input,30,1,0.5704267838934918,0.5550848833182593,0.24911915581397306,,,,,,,,,,,0.001038099846942978,0.7552660351779973
Table11,ln_PM_noF1,Tsub_G,Tsub_K + G,30,2,0.8297287733632608,0.8171160899086876,0.3680212257977466,0.0016090184123673538,0.8997701004427547,-7.7913965480565e-05,-0.2638487340154294,,,,,,,,
Table11,ln_PM_noF1,Tsub_xMes,Tsub_K + x_Mes_input,30,2,0.9016754993852081,0.8943922030433716,0.1351145629760732,0.0010283935416196483,0.5750821451920924,,,-2.37063937988425,-0.47867762603433844,,,,,,
Table11,ln_PM_noF1,Tsub_qM_exp_DIAG,Tsub_K + q_M_MWm2_input,30,2,0.7809149600232212,0.7646864385434599,0.012704884037292882,0.0017514900939235045,0.9794408849649897,,,,,0.026793945748496147,0.177568160062855,,,,
Table11,ln_PM_noF1,Tsub_G_xMes,Tsub_K + G + x_Mes_input,30,3,0.9466053156149835,0.9404443904936355,0.30913203936923556,0.0011109479740206297,0.6212469431599019,-6.356182589019542e-05,-0.21524648616454464,-2.1812991889097306,-0.44044620463063355,,,,,,
Table11,ln_PM_noF1,Tsub_G_xMes_qM_DIAG,Tsub_K + G + x_Mes_input + q_M_MWm2_input,30,4,0.9688645271022642,0.9638828514386265,0.19167788210037756,0.0016807803698891067,0.9398996994771898,-0.00011032034988223596,-0.37359008071314037,-1.2689209897608118,-0.25621952126413367,0.046948863716619646,0.31113832301723554,,,,
Table12,PM_noF1,Tsub_only,Tsub_K,30,1,0.7367888727631485,0.7273884753618324,1.3806720402923165,0.002896663921853743,0.8583640677260133,,,,,,,,,,
Table12,PM_noF1,G_only,G,30,1,0.010661119867284574,-0.02467241156602662,2.044680261620146,,,-6.07957347658969e-05,-0.10325269907990184,,,,,,,,
Table12,PM_noF1,xMes_only,x_Mes_input,30,1,0.4669262141659227,0.4478878646718486,1.5207384941503765,,,,,-4.24767232279716,-0.6833199939749477,,,,,,
Table12,PM_noF1,qM_exp_only_DIAG,q_M_MWm2_input,30,1,0.1395390563138661,0.1088083083250756,2.3732278931332216,,,,,,,-0.12221344033501046,-0.3735492689242827,,,,
Table12,PM_noF1,qP_calc_only_DIAG,q_P_MWm2,30,1,0.08730095099225321,0.054704556384833625,1.5235619834349727,,,,,,,,,0.04797871110186829,0.29546734336006303,,
Table12,PM_noF1,LD_only,L_DNB_over_DH_input,30,1,0.5460440258107866,0.5298313124468861,1.5509674087673342,,,,,,,,,,,0.001990029777318608,0.738947918199102
Table12,PM_noF1,Tsub_G,Tsub_K + G,30,2,0.778257449670269,0.7618320755717705,1.6928454068164496,0.0029764768413936,0.8820149102543664,-0.00012070930416871413,-0.2050071688000724,,,,,,,,
Table12,PM_noF1,Tsub_xMes,Tsub_K + x_Mes_input,30,2,0.925407749017805,0.919882397093198,1.2238977474737613,0.0024084494765305273,0.71369221468548,,,-2.845571414630125,-0.4577650284991619,,,,,,
Table12,PM_noF1,Tsub_qM_exp_DIAG,Tsub_K + q_M_MWm2_input,30,2,0.7673588052009173,0.7501261241046889,1.016793394507464,0.0033373321205413444,0.9889466129392386,,,,,0.07139596687243178,0.2182240443950498,,,,
Table12,PM_noF1,Tsub_G_xMes,Tsub_K + G + x_Mes_input,30,3,0.9661380716419469,0.9622309260621715,1.5335883192461575,0.0024885015396110778,0.7374139222599342,-0.00011963105421588529,-0.2031759183292756,-2.840022179708591,-0.4568723270652966,,,,,,
Table12,PM_noF1,Tsub_G_xMes_qM_DIAG,Tsub_K + G + x_Mes_input + q_M_MWm2_input,30,4,0.9834246396913725,0.9807725820419921,1.3188558816903462,0.003284730856407482,0.973359359372743,-0.00020909794937176552,-0.35512240665997574,-2.014041618496444,-0.3239974277747524,0.09645882031233302,0.29482945337435634,,,,
Table12,ln_PM_noF1,Tsub_only,Tsub_K,30,1,0.6813224474872182,0.6699411063260474,0.34418598651468446,0.0015568602077241564,0.8254225872165225,,,,,,,,,,
Table12,ln_PM_noF1,G_only,G,30,1,0.02193150102972663,-0.012999516790640264,0.7444360084506344,,,-4.873630115894988e-05,-0.14809287974013632,,,,,,,,
Table12,ln_PM_noF1,xMes_only,x_Mes_input,30,1,0.4736097747325989,0.4548101238301917,0.4103159055405274,,,,,-2.3910237800707113,-0.6881931231366666,,,,,,
Table12,ln_PM_noF1,qM_exp_only_DIAG,q_M_MWm2_input,30,1,0.13013173569016412,0.09906501196481277,0.8787753076833974,,,,,,,-0.06596436388529751,-0.3607377658218834,,,,
Table12,ln_PM_noF1,qP_calc_only_DIAG,q_P_MWm2,30,1,0.09866411355691262,0.0664735461839453,0.40074107550861127,,,,,,,,,0.028507910545383045,0.31410844235217955,,
Table12,ln_PM_noF1,LD_only,L_DNB_over_DH_input,30,1,0.4877031814468583,0.4694068664985318,0.4387629619185048,,,,,,,,,,,0.0010511633924759182,0.6983574882872372
Table12,ln_PM_noF1,Tsub_G,Tsub_K + G,30,2,0.7413249424416302,0.7221638270669362,0.554064328733563,0.001610519504246428,0.8538718950887941,-8.115448454621991e-05,-0.24660060436427025,,,,,,,,
Table12,ln_PM_noF1,Tsub_xMes,Tsub_K + x_Mes_input,30,2,0.8841937499398203,0.8756155091946217,0.25331206469848455,0.0012738676294371727,0.6753844110374413,,,-1.6494300794250214,-0.4747449386394209,,,,,,
Table12,ln_PM_noF1,Tsub_qM_exp_DIAG,Tsub_K + q_M_MWm2_input,30,2,0.7089549436806801,0.6873960506199898,0.15082623542843704,0.0017910247958276295,0.9495729375099559,,,,,0.03793876486826821,0.20747483141683462,,,,
Table12,ln_PM_noF1,Tsub_G_xMes,Tsub_K + G + x_Mes_input,30,3,0.943274842346029,0.9367296318474939,0.4617803555432923,0.0013277546970139964,0.7039544795099318,-8.05296759976184e-05,-0.2447020257883756,-1.6456946104600865,-0.4736697824344571,,,,,,
Table12,ln_PM_noF1,Tsub_G_xMes_qM_DIAG,Tsub_K + G + x_Mes_input + q_M_MWm2_input,30,4,0.965175181039382,0.9596032100056832,0.3266927921596389,0.001828660286896499,0.9695266779011189,-0.00013681304430324025,-0.4157278503925268,-1.1260725976591064,-0.324110292971959,0.060681968458854964,0.33185005415325974,,,,
