GroupA,GroupB,N_A,N_B,Mean_PM_F1_A,Mean_PM_F1_B,Delta_PM_F1_AminusB,Delta_Hsub_AminusB,Delta_P_AminusB,Delta_xeq_AminusB,Delta_xMes_AminusB,Delta_qM_AminusB,Delta_LD_AminusB,Delta_resid_Hsub_linear_AminusB,Delta_resid_Hsub_quad_AminusB,Delta_resid_Hsub_P_AminusB,Delta_resid_Hsub_LD_AminusB
T8_middle,T9_all,16,30,0.737508961449301,1.18365095591525,-0.446141994465952,-392.0443925,-1.02128592405052,NaN,0.271425,-2.21578224781151,-2.55652173913046,-0.253712003716344,-0.247400507297138,-0.00066231822204225,-0.159728272073555
T8_middle,T9_short,16,21,0.737508961449301,1.09574052941735,-0.358231567968047,-139.886055357143,-1.02128592405052,NaN,0.263815476190476,-2.73699412291151,83.0434782608695,-0.289570281508315,-0.278184303331186,0.0106560672460719,-0.160439392059466
T8_middle,T9_long,16,9,0.737508961449301,1.38877528441037,-0.651266322961065,-980.413845833333,-1.02128592405053,NaN,0.289180555555556,-0.999621205911508,-202.289855072464,-0.170042688868414,-0.175571649884361,-0.0270718843143086,-0.158068992106428
