Y,Model,Role,N,NumPredictors,R2,AdjR2,RMSE
PM_F1,Hsub_linear,candidate_axis,46,1,0.543644099051346,0.533272374029786,0.175544334465386
PM_F1,Hsub_quad,function_form_check,46,2,0.545810186483452,0.524685078878031,0.175127229464502
PM_F1,Hsub_P,candidate_axis,46,2,0.823711678127604,0.81551222129633,0.109105527685612
PM_F1,Hsub_LD,LD_diagnostic,46,2,0.619926510386039,0.602248673659809,0.160202309053169
