TableNo,LD_band,N,Mean_xeq,Std_xeq,Mean_xMes,Std_xMes,Mean_xeq_minus_xMes,Mean_HsubTrue,Mean_P_MPa,Mean_PM_F1
9,long,9,NaN,NaN,-0.0555555555555556,0.0154847595324492,NaN,1379.39553333333,12.0658252630446,1.38877528441037
9,short_anchor,21,NaN,NaN,-0.0301904761904762,0.0172267787111202,NaN,538.867742857143,12.0658252630446,1.09574052941735
10,short_anchor,86,NaN,NaN,-0.00461627906976744,0.112594448573281,NaN,338.159830232558,13.78952,0.985685720827531
11,long,9,NaN,NaN,-0.0735555555555555,0.0254416543836634,NaN,1508.95373333333,15.5132039096288,1.6512035592672
11,short_anchor,21,NaN,NaN,-0.0358095238095238,0.0356042399829277,NaN,590.117276190476,15.5132039096288,1.1166926951537
12,long,9,NaN,NaN,-0.109,0.0352951838074262,NaN,1578.73373333333,17.2368932329209,1.85720817716574
12,short_anchor,21,NaN,NaN,-0.0787619047619047,0.0567114668844889,NaN,621.928095238095,17.2368932329209,1.13519543278825
