SourceID,TableNo,LD_band,P_scope,N,Mean_PM_F1,Std_PM_F1,Mean_HsubTrue,Mean_P_MPa,Mean_xeq,Mean_xMes,Mean_qM_MW_m2,Mean_LD,Min_LD,Max_LD
01,9,long,explore_low_T8_9,9,1.38877528441037,0.0328085180664137,1379.39553333333,12.0658252630446,NaN,-0.0555555555555556,2.920904983,365.333333333333,365.333333333333,365.333333333333
01,9,short_anchor,explore_low_T8_9,21,1.09574052941735,0.0646929891529525,538.867742857143,12.0658252630446,NaN,-0.0301904761904762,4.6582779,80,80,80
03,8,middle,explore_low_T8_9,16,0.737508961449301,0.162466297643397,398.9816875,11.0445393389941,NaN,0.233625,1.92128377708849,163.04347826087,163.04347826087,163.04347826087
