TableNo,LD_band,N,Mean_PM_F1,Mean_HsubTrue,Mean_P_MPa,Mean_xMes,Mean_qM_MW_m2,Mean_LD,Min_LD,Max_LD
10,short_anchor,86,0.985685720827531,338.159830232558,13.78952,-0.00461627906976744,3.95204104651163,68.5925884880311,64.5161290322581,80
11,long,9,1.6512035592672,1508.95373333333,15.5132039096288,-0.0735555555555555,2.91519167,365.333333333333,365.333333333333,365.333333333333
11,short_anchor,21,1.1166926951537,590.117276190476,15.5132039096288,-0.0358095238095238,4.70484565714286,80,80,80
12,long,9,1.85720817716574,1578.73373333333,17.2368932329209,-0.109,2.9232534,365.333333333333,365.333333333333,365.333333333333
12,short_anchor,21,1.13519543278825,621.928095238095,17.2368932329209,-0.0787619047619047,4.50655714285714,80,80,80
