TableNo,N_short,N_long,Mean_PM_F1_short,Mean_PM_F1_long,Delta_PM_F1_long_minus_short,Mean_Hsub_short,Mean_Hsub_long,Delta_Hsub_long_minus_short,Mean_P_short,Mean_P_long,Delta_P_long_minus_short,Mean_xMes_short,Mean_xMes_long,Delta_xMes_long_minus_short,Mean_qM_short,Mean_qM_long,Delta_qM_long_minus_short,Mean_LD_short,Mean_LD_long,Delta_LD_long_minus_short,Delta_resid_Hsub_only_long_minus_short,Delta_resid_Hsub_LD_long_minus_short,Delta_resid_Hsub_P_long_minus_short,Delta_resid_Hsub_xMes_long_minus_short,Delta_resid_Hsub_qM_long_minus_short,Delta_resid_Hsub_P_xMes_long_minus_short,Delta_resid_Hsub_P_xMes_qM_long_minus_short,Delta_resid_Hsub_LD_P_xMes_long_minus_short,Delta_resid_Hsub_LD_P_xMes_qM_long_minus_short,Delta_resid_Hsub_T12dummy_long_minus_short,Delta_resid_Hsub_LD_T12dummy_long_minus_short,Delta_resid_Hsub_P_xMes_T12dummy_long_minus_short,Delta_resid_Hsub_LD_P_xMes_T12dummy_long_minus_short
11,21,9,1.1166926951537,1.6512035592672,0.534510864113496,590.117276190476,1508.95373333333,918.836457142857,15.5132039096288,15.5132039096288,-7.105427357601e-15,-0.0358095238095238,-0.0735555555555555,-0.0377460317460317,4.70484565714286,2.91519167,-1.78965398714286,80,365.333333333333,285.333333333333,0.034311645754485,-0.129315766714804,0.0708942325307472,-0.0480292138053435,-0.119847485731124,-0.0156266497382093,-0.0960443280577835,-0.102676572545878,-0.104006502350694,0.0563596231246881,-0.107236987038194,-0.0349984095941223,-0.101357716563034
12,21,9,1.13519543278825,1.85720817716574,0.722012744377492,621.928095238095,1578.73373333333,956.805638095238,17.2368932329209,17.2368932329209,-7.105427357601e-15,-0.0787619047619047,-0.109,-0.0302380952380953,4.50655714285714,2.9232534,-1.58330374285714,80,365.333333333333,285.333333333333,0.201143738172699,0.0480926760878035,0.239238031244696,0.107875872583231,0.0583460020215925,0.141804661298915,0.0951051171981479,0.0906515846752568,0.0903791771916982,0.224102806560129,0.0717617005082832,0.121122401873646,0.0930466431643665
