GroupA,GroupB,N_A,N_B,Mean_PM_F1_A,Mean_PM_F1_B,Delta_PM_F1_BminusA,Mean_Hsub_A,Mean_Hsub_B,Delta_Hsub_BminusA,Mean_P_A,Mean_P_B,Delta_P_BminusA,Mean_xMes_A,Mean_xMes_B,Delta_xMes_BminusA,Mean_qM_A,Mean_qM_B,Delta_qM_BminusA,Delta_resid_Hsub_only_BminusA,Delta_resid_Hsub_LD_BminusA,Delta_resid_Hsub_P_BminusA,Delta_resid_Hsub_xMes_BminusA,Delta_resid_Hsub_qM_BminusA,Delta_resid_Hsub_P_xMes_BminusA,Delta_resid_Hsub_P_xMes_qM_BminusA,Delta_resid_Hsub_LD_P_xMes_BminusA,Delta_resid_Hsub_LD_P_xMes_qM_BminusA,Delta_resid_Hsub_T12dummy_BminusA,Delta_resid_Hsub_LD_T12dummy_BminusA,Delta_resid_Hsub_P_xMes_T12dummy_BminusA,Delta_resid_Hsub_LD_P_xMes_T12dummy_BminusA
T11_long,T12_long,9,9,1.6512035592672,1.85720817716574,0.206004617898545,1508.95373333333,1578.73373333333,69.78,15.5132039096288,17.2368932329209,1.7236893232921,-0.0735555555555555,-0.109,-0.0354444444444445,2.91519167,2.9232534,0.00806172999999921,0.168017551554196,0.187454834932749,0.133438288762585,0.188797492950719,0.165417802846976,0.159589116310283,0.129792721203991,0.128063547840339,0.126966185090224,0.10496558114797,0.10677934476063,0.109284568027438,0.13608305180918
