Scope,MeanResid_short,MeanResid_middle,MeanResid_long,LongMinusShort,MiddleMinusShort
PWR_near_T10_12,-0.0140536739339095,NaN,0.0999372368633576,0.113990910797267,NaN
explore_low_T8_9,0.124105931258525,-0.16546435024979,0.0045783386186238,-0.119527592639901,-0.289570281508315
