Group,N,Mean_PM_noF1,Median_PM_noF1,Std_PM_noF1,Mean_PM_F1,Median_PM_F1,Std_PM_F1,Mean_F1_delta_PM,Median_F1_delta_PM,Mean_F1_ratio_PM,Median_F1_ratio_PM,Mean_HsubTrue,Min_HsubTrue,Max_HsubTrue,Mean_P_MPa,Min_P_MPa,Max_P_MPa,Mean_xMes,Min_xMes,Max_xMes,Mean_qM_MW_m2,Mean_G,Mean_LD,Mean_Tin,Mean_Tsub
T9_short,21,0.928124892585043,0.966404202830524,0.0829354858090654,1.09574052941735,1.09752086814782,0.0646929891529525,0.167615636832304,0.127199355211373,1.1903248841441,1.13117810496611,538.867742857143,348.6674,722.9208,12.0658252630446,12.0658252630446,12.0658252630446,-0.0301904761904762,-0.056,0.004,4.6582779,3016.64278962239,80,494.600730152247,103.567028259984
T8_middle,16,0.547538089685633,0.573747008894092,0.202861517754552,0.737508961449301,0.749722545762401,0.162466297643397,0.189970871763668,0.18114682095608,1.47241456270578,1.26289345192266,398.9816875,164.2156,689.659,11.0445393389941,10.9626640961377,11.1005592420011,0.233625,0.054,0.444,1.92128377708849,2161.49140152375,163.04347826087,514.518209750767,76.9386523329951
T9_long,9,1.39026705339363,1.38523106479559,0.0381288542480435,1.38877528441037,1.39684445399122,0.0328085180664137,-0.00149176898325893,-0.00431774167011012,0.999035862947775,0.996862743365445,1379.39553333333,1368.6184,1393.9718,12.0658252630446,12.0658252630446,12.0658252630446,-0.0555555555555556,-0.079,-0.042,2.920904983,3251.18445231371,365.333333333333,297.822006695065,300.345751717165
T8_all,16,0.547538089685633,0.573747008894092,0.202861517754552,0.737508961449301,0.749722545762401,0.162466297643397,0.189970871763668,0.18114682095608,1.47241456270578,1.26289345192266,398.9816875,164.2156,689.659,11.0445393389941,10.9626640961377,11.1005592420011,0.233625,0.054,0.444,1.92128377708849,2161.49140152375,163.04347826087,514.518209750767,76.9386523329951
T9_all,30,1.06676754082762,0.983408012703533,0.227028879080345,1.18365095591525,1.14919600301953,0.14777567620595,0.116883415087635,0.0949245125023269,1.1329381777852,1.10008325598245,791.02608,348.6674,1393.9718,12.0658252630446,12.0658252630446,12.0658252630446,-0.0378,-0.079,0.004,4.1370660249,3087.00528842978,165.6,435.567113115092,162.600645297138
