SourceID,TableNo,N,Mean_PM_F1,Median_PM_F1,Mean_HsubTrue,Mean_P_MPa,Mean_xMes,Mean_qM_MW_m2,Mean_LD,Min_LD,Max_LD
01,9,30,1.18365095591525,1.14919600301953,791.02608,12.0658252630446,-0.0378,4.1370660249,165.6,80,365.333333333333
01,10,86,0.985685720827531,1.01000265726441,338.159830232558,13.78952,-0.00461627906976744,3.95204104651163,68.5925884880311,64.5161290322581,80
01,11,30,1.27704595438775,1.15973588785309,865.768213333333,15.5132039096288,-0.0471333333333333,4.167949461,165.6,80,365.333333333333
01,12,30,1.3517992561015,1.17937453475948,908.969786666667,17.2368932329209,-0.0878333333333333,4.03156602,165.6,80,365.333333333333
03,8,16,0.737508961449301,0.749722545762401,398.9816875,11.0445393389941,0.233625,1.92128377708849,163.04347826087,163.04347826087,163.04347826087
